ID,RECORD_ID,DATE_STATION_LINK,DATE,YEAR,MONTH,TIME_24H,STATION_ID,DEPTH_M,CLASS,DISSOLVED_OXYGEN_MG_L,TEMPERATURE_C,SALINITY_PSU,CHLA_UG_L,SECCHI_DEPTH_F,PH,BOD5_MG_L,TSS_MG_L,AMMONIA-AMMONIUM_MG_L,NITRITE_NITRATE_MG_L,PARTICULATE_N_MG_L,ORTHOPHOSPHATE_MG_L,TOTAL_DISSOLVED_ N_MG_L,TOTAL_DISSOLVED_P_MG_L,PARTICULATE_P_MG_L,DOC_MG_L,PARTICULATE_C_MG_L,DISSOLVED_SILICA_MG_L,BIOGENIC_SILICA_MG_L,SAMPLING SURVEY RUN,INVESTIGATION,STATION_ID_B,LISS_STUDY_AREA,CLOUD_COVER,SEA_STATE,FIELD_NOTES,WEATHER,PREV_24_H_RAIN,PREV_48_H_RAIN,TIDE_TIME_NR,TIDE_RANGE_FT_NR,TIDE_TYPE_NR,TIDE_TIME_KP,TIDE_RANGE_FT_KP,TIDE_TYPE_KP,EDIT NOTES,,,
25166,H-C_1/6/2022_10:08_0.5,1/6/2022_H-C,1/6/2022,2022,January,10:08,H-C,0.5,Surface,10.48,5.561,26.20,6.420,8.0,8.02,ND,14.34,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Jan-06,18296,H-C_S,Hempstead Harbor,90,1 ft,ND,"Party cloudy, windy (16-25mph), air temp 40°F, wind chill 32°F",0.24,0.24,8:08,-0.21,Low,8:26,-0.22,Low,,,,
25167,H-C1_1/6/2022_10:18_10.3,1/6/2022_H-C1,1/6/2022,2022,January,10:18,H-C1,10.3,Bottom,10.36,5.981,26.31,ND,6.5,8.01,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Jan-06,18296,H-C1_B,Mid-LIS Waters,90,1-2 ft,ND,"Party cloudy, windy (16-25mph), air temp 40°F, wind chill 32°F",0.24,0.24,8:08,-0.21,Low,8:26,-0.22,Low,,,,
25168,H-C1_1/6/2022_10:18_5.4,1/6/2022_H-C1,1/6/2022,2022,January,10:18,H-C1,5.4,Middle,10.40,5.971,26.30,ND,6.5,8.01,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Jan-06,18296,H-C1_M,Mid-LIS Waters,90,1-2 ft,ND,"Party cloudy, windy (16-25mph), air temp 40°F, wind chill 32°F",0.24,0.24,8:08,-0.21,Low,8:26,-0.22,Low,,,,
25169,H-C1_1/6/2022_10:19_0.5,1/6/2022_H-C1,1/6/2022,2022,January,10:19,H-C1,0.5,Surface,10.45,5.969,26.30,5.104,6.5,8.01,ND,9.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Jan-06,18296,H-C1_S,Mid-LIS Waters,90,1-2 ft,ND,"Party cloudy, windy (16-25mph), air temp 40°F, wind chill 32°F",0.24,0.24,8:08,-0.21,Low,8:26,-0.22,Low,,,,
25170,A5_1/6/2022_10:30_10.7,1/6/2022_A5,1/6/2022,2022,January,10:30,A5,10.7,Bottom,10.29,6.040,26.39,ND,8.0,8.01,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Jan-06,18296,A5_B,Mid-LIS Waters,100,1-2 ft,ND,"Party cloudy, windy (16-25mph), air temp 40°F, wind chill 32°F",0.24,0.24,8:08,-0.21,Low,8:26,-0.22,Low,,,,
25171,A5_1/6/2022_10:27_4.4,1/6/2022_A5,1/6/2022,2022,January,10:27,A5,4.4,Middle,10.36,6.040,26.39,ND,8.0,8.01,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Jan-06,18296,A5_M,Mid-LIS Waters,100,1-2 ft,ND,"Party cloudy, windy (16-25mph), air temp 40°F, wind chill 32°F",0.24,0.24,8:08,-0.21,Low,8:26,-0.22,Low,,,,
25172,A5_1/6/2022_10:28_0.6,1/6/2022_A5,1/6/2022,2022,January,10:28,A5,0.6,Surface,10.39,6.040,26.39,5.140,8.0,8.01,< 3,6.76,< 0.009,0.1250,0.0835,0.0905,0.35,0.1114,0.0094,1.92,0.4360,1.82,0.0618,Jan-06,18296,A5_S,Mid-LIS Waters,100,1-2 ft,ND,"Party cloudy, windy (16-25mph), air temp 40°F, wind chill 32°F",0.24,0.24,8:08,-0.21,Low,8:26,-0.22,Low,BOD < MDL and RL; NH3 < MDL & RL,,,
25173,A4_1/6/2022_10:39_31.6,1/6/2022_A4,1/6/2022,2022,January,10:39,A4,31.6,Bottom,10.19,6.149,26.37,ND,7.0,8.03,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Jan-06,18296,A4_B,Mid-LIS Waters,100,1-2 ft,ND,"Party cloudy, windy (16-25mph), air temp 40°F, wind chill 32°F",0.24,0.24,8:08,-0.21,Low,8:26,-0.22,Low,,,,
25174,A4_1/6/2022_10:40_15.8,1/6/2022_A4,1/6/2022,2022,January,10:40,A4,15.8,Middle,10.23,6.027,26.21,ND,7.0,8.01,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Jan-06,18296,A4_M,Mid-LIS Waters,100,1-2 ft,ND,"Party cloudy, windy (16-25mph), air temp 40°F, wind chill 32°F",0.24,0.24,8:08,-0.21,Low,8:26,-0.22,Low,,,,
25175,A4_1/6/2022_10:40_0.5,1/6/2022_A4,1/6/2022,2022,January,10:40,A4,0.5,Surface,10.40,5.835,25.86,5.805,7.0,7.99,< 3,7.98,0.012,0.1730,0.0909,0.1031,0.43,0.1195,0.0092,1.89,0.5000,2.53,0.0744,Jan-06,18296,A4_S,Mid-LIS Waters,100,1-2 ft,ND,"Party cloudy, windy (16-25mph), air temp 40°F, wind chill 32°F",0.24,0.24,8:08,-0.21,Low,8:26,-0.22,Low,BOD < MDL and RL; NH3 < RL,,,
25176,8-403 Dup_1/6/2022_7:47_1.0,1/6/2022_8-403 Dup,1/6/2022,2022,January,7:47,8-403 Dup,1.0,Bottom,10.10,4.511,25.02,ND,3.0,7.86,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Jan-06,18296,8-403 Dup_B,Little Neck Bay,100,1 ft,ND,"Party cloudy, windy (16-25mph), air temp 40°F, wind chill 32°F",0.24,0.24,8:08,-0.21,Low,8:26,-0.22,Low,,,,
25177,8-403 Dup_1/6/2022_7:47_0.7,1/6/2022_8-403 Dup,1/6/2022,2022,January,7:47,8-403 Dup,0.7,Surface,10.11,4.485,25.01,4.433,3.0,7.86,< 3,22.45,0.051,0.3070,0.1370,0.1258,0.59,0.1401,0.0145,1.98,0.8050,1.91,0.183,Jan-06,18296,8-403 Dup_S,Little Neck Bay,100,1 ft,ND,"Party cloudy, windy (16-25mph), air temp 40°F, wind chill 32°F",0.24,0.24,8:08,-0.21,Low,8:26,-0.22,Low,"BOD < MDL and RL; Duplicate values for TSS differ by more than 5%, difference was 21% of average; 
Duplicate values for Diss. Silica differ by more than 10%, difference was 13%",,,
25178,E-12 Dup_1/6/2022_8:23_1.2,1/6/2022_E-12 Dup,1/6/2022,2022,January,8:23,E-12 Dup,1.2,Bottom,10.60,3.986,24.61,ND,3.5,7.94,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Jan-06,18296,E-12 Dup_B,Eastchester Bay,90,1 ft,ND,"Party cloudy, windy (16-25mph), air temp 40°F, wind chill 32°F",0.24,0.24,8:08,-0.21,Low,8:26,-0.22,Low,,,,
25179,E-12 Dup_1/6/2022_8:23_0.5,1/6/2022_E-12 Dup,1/6/2022,2022,January,8:23,E-12 Dup,0.5,Surface,10.60,3.969,24.61,10.928,3.5,7.94,ND,22.74,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Jan-06,18296,E-12 Dup_S,Eastchester Bay,90,1 ft,ND,"Party cloudy, windy (16-25mph), air temp 40°F, wind chill 32°F",0.24,0.24,8:08,-0.21,Low,8:26,-0.22,Low,"Duplicate values for TSS differs by more than 5%, difference was 54% of average",,,
25180,9-413_2/9/2022_7:32_2.4,2/9/2022_9-413,2/9/2022,2022,February,7:32,9-413,2.4,Bottom,15.75,1.583,25.02,ND,2.0,8.08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,9-413_B,Manhasset Bay,0,Flat,"Measurements/sample taken 300ft from site coordinates, could not reach exact location due to ice on the water","Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25181,9-413_2/9/2022_7:33_0.5,2/9/2022_9-413,2/9/2022,2022,February,7:33,9-413,0.5,Surface,16.04,1.747,23.88,20.521,2.0,8.15,ND,24.93,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,9-413_S,Manhasset Bay,0,Flat,"Measurements/sample taken 300ft from site coordinates, could not reach exact location due to ice on the water","Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25182,9-412_2/9/2022_7:45_4.3,2/9/2022_9-412,2/9/2022,2022,February,7:45,9-412,4.3,Bottom,14.48,1.336,25.44,ND,2.5,8.23,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,9-412_B,Manhasset Bay,0,Flat,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25183,9-412_2/9/2022_7:46_2.4,2/9/2022_9-412,2/9/2022,2022,February,7:46,9-412,2.4,Middle,14.85,1.376,25.35,ND,2.5,8.26,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,9-412_M,Manhasset Bay,0,Flat,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25184,9-412_2/9/2022_7:46_0.5,2/9/2022_9-412,2/9/2022,2022,February,7:46,9-412,0.5,Surface,15.71,1.418,24.58,15.748,2.5,8.36,3.57,18.46,< 0.009,0.0070,0.3080,0.0188,0.23,0.0490,0.0329,2.50,2.3100,0.178,0.769,9-Feb,18302,9-412_S,Manhasset Bay,0,Flat,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,NH3 < MDL & RL,,,
25185,9-409_2/9/2022_7:51_4.6,2/9/2022_9-409,2/9/2022,2022,February,7:51,9-409,4.6,Bottom,14.55,1.242,25.46,ND,3.0,8.27,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,9-409_B,Manhasset Bay,0,Flat,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25186,9-409_2/9/2022_7:52_2.5,2/9/2022_9-409,2/9/2022,2022,February,7:52,9-409,2.5,Middle,14.86,1.324,25.38,ND,3.0,8.30,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,9-409_M,Manhasset Bay,0,Flat,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25187,9-409_2/9/2022_7:53_0.5,2/9/2022_9-409,2/9/2022,2022,February,7:53,9-409,0.5,Surface,16.15,1.512,24.71,17.368,3.0,8.40,ND,4.60,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,9-409_S,Manhasset Bay,0,Flat,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,TSS value estimated (residue <2.5mg),,,
25188,A3_2/9/2022_8:02_20.7,2/9/2022_A3,2/9/2022,2022,February,8:02,A3,20.7,Bottom,13.11,1.507,26.50,ND,3.0,8.11,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,A3_B,Mid-LIS Waters,0,Ripples,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25189,A3_2/9/2022_8:03_10.6,2/9/2022_A3,2/9/2022,2022,February,8:03,A3,10.6,Middle,13.78,1.341,26.05,ND,3.0,8.21,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,A3_M,Mid-LIS Waters,0,Ripples,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25190,A3_2/9/2022_8:04_0.5,2/9/2022_A3,2/9/2022,2022,February,8:04,A3,0.5,Surface,14.26,1.247,25.61,30.029,3.0,8.26,ND,20.70,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,A3_S,Mid-LIS Waters,0,Ripples,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25191,8-405_2/9/2022_8:19_3.2,2/9/2022_8-405,2/9/2022,2022,February,8:19,8-405,3.2,Bottom,13.48,1.415,25.17,ND,2.0,8.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,8-405_B,Little Neck Bay,0,Flat,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25192,8-405_2/9/2022_8:20_1.8,2/9/2022_8-405,2/9/2022,2022,February,8:20,8-405,1.8,Middle,13.43,1.403,25.16,ND,2.0,8.19,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,8-405_M,Little Neck Bay,0,Flat,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25193,8-405_2/9/2022_8:20_0.5,2/9/2022_8-405,2/9/2022,2022,February,8:20,8-405,0.5,Surface,13.82,1.421,24.51,32.960,2.0,8.26,ND,33.48,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,8-405_S,Little Neck Bay,0,Flat,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25194,8-403_2/9/2022_8:30_2.3,2/9/2022_8-403,2/9/2022,2022,February,8:30,8-403,2.3,Bottom,14.63,1.689,25.06,ND,1.5,8.36,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,8-403_B,Little Neck Bay,0,Ripples,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25195,8-403_2/9/2022_8:31_0.5,2/9/2022_8-403,2/9/2022,2022,February,8:31,8-403,0.5,Surface,15.39,1.519,24.46,35.561,1.5,8.44,4.18,36.00,< 0.009,0.1120,0.5360,0.0075,0.35,0.0339,0.0620,1.39,3.1300,1.57,1.650,9-Feb,18302,8-403_S,Little Neck Bay,0,Ripples,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,NH3 < MDL & RL; PO4 < RL,,,
25196,A2M_2/9/2022_8:45_29.6,2/9/2022_A2M,2/9/2022,2022,February,8:45,A2M,29.6,Bottom,13.16,1.381,26.34,ND,2.0,8.19,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,A2M_B,Upper East River,0,Ripples,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25197,A2M_2/9/2022_8:46_15.0,2/9/2022_A2M,2/9/2022,2022,February,8:46,A2M,15.0,Middle,13.41,1.386,26.01,ND,2.0,8.21,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,A2M_M,Upper East River,0,Ripples,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25198,A2M_2/9/2022_8:47_0.5,2/9/2022_A2M,2/9/2022,2022,February,8:47,A2M,0.5,Surface,13.84,1.505,25.08,39.569,2.0,8.24,3.25,25.96,< 0.009,0.0762,0.4170,0.0396,0.37,0.0878,0.0473,2.38,2.4000,0.124,1.010,9-Feb,18302,A2M_S,Upper East River,0,Ripples,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,NH3 < MDL & RL,,,
25199,A1_2/9/2022_8:52_12.4,2/9/2022_A1,2/9/2022,2022,February,8:52,A1,12.4,Bottom,13.30,1.430,25.72,ND,2.0,8.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,A1_B,Upper East River,0,Ripples,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25200,A1_2/9/2022_8:54_6.3,2/9/2022_A1,2/9/2022,2022,February,8:54,A1,6.3,Middle,13.32,1.442,25.66,ND,2.0,8.19,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,A1_M,Upper East River,0,Ripples,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25201,A1_2/9/2022_8:54_0.5,2/9/2022_A1,2/9/2022,2022,February,8:54,A1,0.5,Surface,13.44,1.517,25.21,33.824,2.0,8.19,ND,28.28,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,A1_S,Upper East River,0,Ripples,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25202,E-12_2/9/2022_9:07_2.2,2/9/2022_E-12,2/9/2022,2022,February,9:07,E-12,2.2,Bottom,15.25,1.369,25.37,ND,2.5,8.48,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,E-12_B,Eastchester Bay,0,< 1ft,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25203,E-12_2/9/2022_9:07_0.5,2/9/2022_E-12,2/9/2022,2022,February,9:07,E-12,0.5,Surface,15.55,1.289,25.22,24.804,2.5,8.50,3.11,7.00,< 0.009,< 0.0015,0.2450,0.0172,0.29,0.0636,0.0306,2.53,2.4600,0.0863,0.800,9-Feb,18302,E-12_S,Eastchester Bay,0,< 1 ft,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,Duplicate values for TSS differs by more than 5% of their average; NH3 < MDL & RL; NO23 < MDL & RL,,,
25204,DI1_2/9/2022_9:20_8.2,2/9/2022_DI1,2/9/2022,2022,February,9:20,DI1,8.2,Bottom,14.00,1.361,26.18,ND,3.0,8.32,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,DI1_B,Westchester Shoreline,0,Ripples,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25205,DI1_2/9/2022_9:21_4.3,2/9/2022_DI1,2/9/2022,2022,February,9:21,DI1,4.3,Middle,14.36,1.341,26.06,ND,3.0,8.35,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,DI1_M,Westchester Shoreline,0,Ripples,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25206,DI1_2/9/2022_9:22_0.5,2/9/2022_DI1,2/9/2022,2022,February,9:22,DI1,0.5,Surface,14.54,1.361,26.02,12.025,3.0,8.36,ND,15.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,DI1_S,Westchester Shoreline,0,Ripples,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25207,DI2_2/9/2022_9:25_7.5,2/9/2022_DI2,2/9/2022,2022,February,9:25,DI2,7.5,Bottom,13.41,1.447,26.38,ND,3.0,8.23,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,DI2_B,Westchester Shoreline,0,< 1 ft,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25208,DI2_2/9/2022_9:25_4.0,2/9/2022_DI2,2/9/2022,2022,February,9:25,DI2,4.0,Middle,13.78,1.379,26.28,ND,3.0,8.28,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,DI2_M,Westchester Shoreline,0,< 1 ft,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25209,DI2_2/9/2022_9:26_0.5,2/9/2022_DI2,2/9/2022,2022,February,9:26,DI2,0.5,Surface,14.28,1.291,26.14,12.091,3.0,8.34,< 3,16.51,< 0.009,< 0.0015,0.2050,0.0205,0.21,0.0456,0.0287,1.99,2.0800,0.0653,0.705,9-Feb,18302,DI2_S,Westchester Shoreline,0,< 1 ft,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,BOD < MDL and RL; NH3 < MDL & RL; NO23 < MDL & RL,,,
25210,H-A3_2/9/2022_9:34_8.5,2/9/2022_H-A3,2/9/2022,2022,February,9:34,H-A3,8.5,Bottom,12.59,1.787,26.72,ND,4.0,8.13,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,H-A3_B,Westchester Shoreline,0,< 1 ft,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25211,H-A3_2/9/2022_9:35_4.4,2/9/2022_H-A3,2/9/2022,2022,February,9:35,H-A3,4.4,Middle,13.12,1.628,26.56,ND,4.0,8.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,H-A3_M,Westchester Shoreline,0,< 1 ft,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25212,H-A3_2/9/2022_9:35_0.5,2/9/2022_H-A3,2/9/2022,2022,February,9:35,H-A3,0.5,Surface,13.48,1.483,26.50,10.074,4.0,8.24,< 3,10.42,< 0.009,< 0.0015,0.1410,0.0272,0.21,0.0509,0.0203,1.88,1.3000,0.139,0.539,9-Feb,18302,H-A3_S,Westchester Shoreline,0,< 1 ft,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,BOD < MDL and RL; NH3 < MDL; NO23 < MDL,,,
25213,H-B_2/9/2022_9:40_13.0,2/9/2022_H-B,2/9/2022,2022,February,9:40,H-B,13.0,Bottom,12.53,1.805,26.72,ND,5.0,8.13,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,H-B_B,Westchester Shoreline,0,< 1 ft,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25214,H-B_2/9/2022_9:41_6.8,2/9/2022_H-B,2/9/2022,2022,February,9:41,H-B,6.8,Middle,13.28,1.594,26.51,ND,5.0,8.23,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,H-B_M,Westchester Shoreline,0,< 1 ft,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25215,H-B_2/9/2022_9:42_0.5,2/9/2022_H-B,2/9/2022,2022,February,9:42,H-B,0.5,Surface,13.50,1.495,26.47,6.791,5.0,8.25,ND,3.98,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,H-B_S,Westchester Shoreline,0,< 1 ft,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,TSS value estimated (residue <2.5mg),,,
25216,B1S_2/9/2022_9:50_14.1,2/9/2022_B1S,2/9/2022,2022,February,9:50,B1S,14.1,Bottom,12.43,1.870,26.83,ND,5.0,8.10,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,B1S_B,Mid-LIS Waters,0,1 ft,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25217,B1S_2/9/2022_9:51_7.3,2/9/2022_B1S,2/9/2022,2022,February,9:51,B1S,7.3,Middle,13.00,1.786,26.68,ND,5.0,8.17,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,B1S_M,Mid-LIS Waters,0,1 ft,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25218,B1S_2/9/2022_9:52_0.5,2/9/2022_B1S,2/9/2022,2022,February,9:52,B1S,0.5,Surface,13.30,1.786,26.65,8.183,5.0,8.20,< 3,8.54,< 0.009,< 0.0015,0.1240,0.0285,0.22,0.0511,0.0055,1.79,1.2000,0.404,0.459,9-Feb,18302,B1S_S,Mid-LIS Waters,0,1 ft,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,BOD < MDL and RL; NH3 < MDL & RL; NO23 < MDL & RL,,,
25219,B2_2/9/2022_9:55_17.8,2/9/2022_B2,2/9/2022,2022,February,9:55,B2,17.8,Bottom,12.44,1.946,26.85,ND,4.5,8.11,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,B2_B,Mid-LIS Waters,0,1 ft,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25220,B2_2/9/2022_9:56_9.1,2/9/2022_B2,2/9/2022,2022,February,9:56,B2,9.1,Middle,13.05,1.864,26.70,ND,4.5,8.19,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,B2_M,Mid-LIS Waters,0,1 ft,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
25221,B2_2/9/2022_9:57_0.5,2/9/2022_B2,2/9/2022,2022,February,9:57,B2,0.5,Surface,13.35,1.811,26.66,9.153,4.5,8.21,ND,6.96,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Feb,18302,B2_S,Mid-LIS Waters,0,1 ft,ND,"Fair weather, sunny, clear skies, 5-8 mph wind, air temp 35°F",0.00,0.23,5:41,6.75,High,5:57,6.68,High,,,,
